200	152	94	107	89	268	95	91	87	88	89	87	92	111	94	113	88	240	93	89	90	89	94	89	98	233	94	88	88	88	90	86	92	100	293	96	90	87	86	93	91	90	90	92	212	95	93	83	86	90	96	108	97	149	96	132	93	175	99	87	91	114	97	146	93	129	92	173	99	87	90	107	97	167	93	92	97	233	96	90	84	89	90	89	102	86	269	95	91	85	88	90	88	93	107	93	125	93	206	97	90
200	152	90	90	88	91	92	93	92	91	90	89	87	86	87	88	88	88	89	89	88	89	89	88	89	89	89	90	90	90	90	90	90	89	89	89	89	89	89	89	89	90	89	90	89	89	89	88	90	89	89	89	89	89	89	89	89	89	89	89	88	90	89	89	89	89	89	89	88	89	89	89	89	89	89	89	89	89	89	89	89	89	88	89	89	89	89	89	90	89	89	89	89	89	89	88	89	89	89	89	89
